,Age,Salary,Purchased_encoder,Grade_encoder,France,Germany,Spain
0,0.758874361590019,0.7725676677947168,-1.0,-1.0834726777719228,1.2247448713915892,-0.6546536707079772,-0.6546536707079772
1,-1.7115038793306814,-1.4087998648021307,1.0,-1.0834726777719228,-0.8164965809277261,-0.6546536707079772,1.5275252316519468
2,-1.2755547779917342,-0.8634579816529188,-1.0,1.3242443839434612,-0.8164965809277261,1.5275252316519468,-0.6546536707079772
3,-0.1130238410878753,-0.22722578464550494,-1.0,-1.0834726777719228,-0.8164965809277261,-0.6546536707079772,1.5275252316519468
4,0.17760889313808945,-0.22722578464550494,1.0,0.12038585308576917,-0.8164965809277261,1.5275252316519468,-0.6546536707079772
5,-0.5489729424268225,-0.4998967262201109,-1.0,0.12038585308576917,1.2247448713915892,-0.6546536707079772,-0.6546536707079772
6,0.0,-1.0452386093693227,1.0,-1.0834726777719228,-0.8164965809277261,-0.6546536707079772,1.5275252316519468
7,1.3401398300419485,1.4087998648021307,1.0,1.3242443839434612,1.2247448713915892,-0.6546536707079772,-0.6546536707079772
8,1.6307725642679132,1.7723611202349385,-1.0,0.12038585308576917,-0.8164965809277261,1.5275252316519468,-0.6546536707079772
9,-0.2583402082008577,0.3181160985037069,1.0,1.3242443839434612,1.2247448713915892,-0.6546536707079772,-0.6546536707079772
